"ZipCode";"Name"
"23360";"Méasnes"
"23420";"Mérinchal"
"23320";"Montaigut-le-Blanc"
"23400";"Montboucher"
"23460";"Le Monteil-au-Vicomte"
"23220";"Mortroux"
"23210";"Mourioux-Vieilleville"
"23150";"Moutier-d'Ahun"
"23220";"Moutier-Malcard"
"23200";"Moutier-Rozeille"
"23800";"Naillat"
"23200";"Néoux"
"23300";"Noth"
"23500";"La Nouaille"
"23170";"Nouhant"
"23600";"Nouzerines"
"23360";"Nouzerolles"
"23350";"Nouziers"
"23140";"Parsac-Rimondeix"
"23000";"Peyrabout"
"23130";"Peyrat-la-Nonière"
"23130";"Pierrefitte"
"23140";"Pionnat"
"23250";"Pontarion"
"23260";"Pontcharraud"
"23250";"La Pouge"
"23500";"Poussanges"
"23130";"Puy-Malsignat"
"23110";"Reterre"
"23270";"Roches"
"23700";"Rougnat"
"23460";"Royère-de-Vassivière"
"23800";"Sagnat"
"23110";"Sannat"
"23250";"Sardent"
"23000";"La Saunière"
"23000";"Savennes"
"23700";"Sermur"
"23190";"La Serre-Bussière-Vieille"
"23250";"Soubrebost"
"23600";"Soumans"
"23150";"Sous-Parsat"
"23300";"La Souterraine"
"23300";"Saint-Agnant-de-Versillat"
"23260";"Saint-Agnant-près-Crocq"
"23200";"Saint-Alpinien"
"23200";"Saint-Amand"
"23400";"Saint-Amand-Jartoudeix"
"23200";"Saint-Avit-de-Tardes"
"23480";"Saint-Avit-le-Pauvre"
"23260";"Saint-Bard"
"23130";"Saint-Chabrais"
"23000";"Saint-Christophe"
"23130";"Saint-Dizier-la-Tour"
"23270";"Saint-Dizier-les-Domaines"
"23400";"Saint-Dizier-Leyrenne"
"23190";"Saint-Domet"
"23000";"Saint-Éloi"
"23290";"Fursac"
"23000";"Sainte-Feyre"
"23500";"Sainte-Feyre-la-Montagne"
"23000";"Saint-Fiel"
"23500";"Saint-Frion"
"23250";"Saint-Georges-la-Pouge"
"23500";"Saint-Georges-Nigremont"
"23160";"Saint-Germain-Beaupré"
"23430";"Saint-Goussaud"
"23150";"Saint-Hilaire-la-Plaine"
"23250";"Saint-Hilaire-le-Château"
"23110";"Saint-Julien-la-Genête"
"23130";"Saint-Julien-le-Châtel"
"23400";"Saint-Junien-la-Bregère"
"23000";"Saint-Laurent"
"23300";"Saint-Léger-Bridereix"
"23000";"Saint-Léger-le-Guérétois"
"23130";"Saint-Loup"
"23200";"Saint-Maixant"
"23200";"Saint-Marc-à-Frongier"
"23460";"Saint-Marc-à-Loubaud"
"23600";"Saint-Marien"
"23150";"Saint-Martial-le-Mont"
"23100";"Saint-Martial-le-Vieux"
"23460";"Saint-Martin-Château"
"23430";"Saint-Martin-Sainte-Catherine"
"23260";"Saint-Maurice-près-Crocq"
"23300";"Saint-Maurice-la-Souterraine"
"23200";"Saint-Médard-la-Rochette"
"23100";"Saint-Merd-la-Breuille"
"23480";"Saint-Michel-de-Veisse"
"23400";"Saint-Moreil"
"23100";"Saint-Oradoux-de-Chirouze"
"23260";"Saint-Oradoux-près-Crocq"
"23260";"Saint-Pardoux-d'Arnet"
"23400";"Saint-Pardoux-Morterolles"
"23200";"Saint-Pardoux-le-Neuf"
"23150";"Saint-Pardoux-les-Cards"
"23430";"Saint-Pierre-Chérignat"
"23460";"Saint-Pierre-Bellevue"
"23600";"Saint-Pierre-le-Bost"
"23110";"Saint-Priest"
"23300";"Saint-Priest-la-Feuille"
"23240";"Saint-Priest-la-Plaine"
"23400";"Saint-Priest-Palus"
"23500";"Saint-Quentin-la-Chabanne"
"23160";"Saint-Sébastien"
"23600";"Saint-Silvain-Bas-le-Roc"
"23190";"Saint-Silvain-Bellegarde"
"23320";"Saint-Silvain-Montaigut"
"23140";"Saint-Silvain-sous-Toulx"
"23800";"Saint-Sulpice-le-Dunois"
"23000";"Saint-Sulpice-le-Guérétois"
"23480";"Saint-Sulpice-les-Champs"
"23320";"Saint-Vaury"
"23000";"Saint-Victor-en-Marche"
"23460";"Saint-Yrieix-la-Montagne"
"23150";"Saint-Yrieix-les-Bois"
"23170";"Tardes"
"23350";"Tercillat"
"23250";"Thauron"
"23600";"Toulx-Sainte-Croix"
"23230";"Trois-Fonds"
"23120";"Vallière"
"23300";"Vareilles"
"23170";"Verneiges"
"23250";"Vidaillat"
"23170";"Viersat"
"23140";"Vigeville"
"23800";"Villard"
"23340";"La Villedieu"
"23260";"La Villeneuve"
"23260";"La Villetelle"
"24300";"Abjat-sur-Bandiat"
"24460";"Agonac"
"24210";"Ajat"
"24480";"Alles-sur-Dordogne"
"24220";"Allas-les-Mines"
"24600";"Allemans"
"24270";"Angoisse"
"24160";"Anlhiac"
"24430";"Annesse-et-Beaulieu"
"24420";"Antonne-et-Trigonant"
"24590";"Archignac"
"24290";"Aubas"
"24260";"Audrix"
"24300";"Augignac"
"24290";"Auriac-du-Périgord"
"24210";"Azerat"
"24210";"La Bachellerie"
"24390";"Badefols-d'Ans"
"24150";"Badefols-sur-Dordogne"
"24150";"Baneuil"
"24560";"Bardou"
"24210";"Bars"
"24330";"Bassillac et Auberoche"
"24640";"Bassillac et Auberoche"
"24150";"Bayac"
"24440";"Beaumontois en Périgord"
"24400";"Beaupouyet"
"24120";"Beauregard-de-Terrasson"
"24140";"Beauregard-et-Bassac"
"24400";"Beauronne"
"24140";"Beleymas"
"24170";"Pays de Belvès"
"24220";"Berbiguières"
"24100";"Bergerac"
"24320";"Bertric-Burée"
"24550";"Besse"
"24220";"Beynac-et-Cazenac"
"24310";"Biras"
"24540";"Biron"
"24560";"Boisse"
"24390";"Boisseuilh"
"24230";"Bonneville-et-Saint-Avit-de-Fumadières"
"24590";"Borrèze"
"24130";"Bosset"
"24480";"Bouillac"
"24750";"Boulazac Isle Manoire"
"24330";"Boulazac Isle Manoire"
"24560";"Bouniagues"
"24310";"Bourdeilles"
"24300";"Le Bourdeix"
"24320";"Bourg-des-Maisons"
"24600";"Bourg-du-Bost"
"24400";"Bourgnac"
"24150";"Bourniquel"
"24110";"Bourrou"
"24320";"Bouteilles-Saint-Sébastien"
"24250";"Bouzic"
"24310";"Brantôme en Périgord"
"24210";"Brouchaud"
"24260";"Le Bugue"
"24480";"Le Buisson-de-Cadouin"
"24350";"Bussac"
"24360";"Busserolles"
"24360";"Bussière-Badil"
"24150";"Calès"
"24370";"Calviac-en-Périgord"
"24550";"Campagnac-lès-Quercy"
"24260";"Campagne"
"24140";"Campsegret"
"24530";"Cantillac"
"24540";"Capdrot"
"24370";"Carlux"
"24200";"Carsac-Aillac"
"24610";"Carsac-de-Gurson"
"24170";"Carves"
"24120";"La Cassagne"
"24250";"Castelnaud-la-Chapelle"
"24220";"Castels et Bézenac"
"24150";"Cause-de-Clérans"
"24370";"Cazoulès"
"24600";"Celles"
"24250";"Cénac-et-Saint-Julien"
"24380";"Chalagnac"
"24800";"Chalais"
"24530";"Champagnac-de-Belair"
"24320";"Champagne-et-Fontaine"
"24750";"Champcevinel"
"24360";"Champniers-et-Reilhac"
"24470";"Champs-Romain"
"24650";"Chancelade"
"24190";"Chantérac"
"24320";"Chapdeuil"
"24290";"La Chapelle-Aubareil"
"24530";"La Chapelle-Faucher"
"24350";"La Chapelle-Gonaguet"
"24320";"La Chapelle-Grésignac"
"24320";"La Chapelle-Montabourlet"
"24300";"La Chapelle-Montmoreau"
"24390";"La Chapelle-Saint-Jean"
"24600";"Chassaignes"
"24460";"Château-l'Évêque"
"24120";"Châtres"
"24120";"Les Coteaux Périgourdins"
"24320";"Cherval"
"24390";"Cherveix-Cubas"
"24640";"Chourgnac"
"24170";"Cladech"
"24140";"Clermont-de-Beauregard"
"24160";"Clermont-d'Excideuil"
"24560";"Colombier"
"24120";"Coly"
"24600";"Comberanche-et-Épeluche"
"24530";"Condat-sur-Trincou"
"24570";"Condat-sur-Vézère"
"24300";"Connezac"
"24560";"Conne-de-Labarde"
"24450";"La Coquille"
"24800";"Corgnac-sur-l'Isle"
"24750";"Cornille"
"24390";"Coubjours"
"24420";"Coulaures"
"24660";"Coulounieix-Chamiers"
"24430";"Coursac"
"24520";"Cours-de-Pile"
"24320";"Coutures"
"24220";"Coux et Bigaroque-Mouzens"
"24150";"Couze-et-Saint-Front"
"24350";"Creyssac"
"24100";"Creysse"
"24380";"Creyssensac-et-Pissot"
"24640";"Cubjac-Auvézère-Val d'Ans"
"24240";"Cunèges"
"24250";"Daglan"
"24170";"Doissat"
"24250";"Domme"
"24120";"La Dornac"
"24350";"Douchapt"
"24140";"Douville"
"24330";"La Douze"
"24190";"Douzillac"
"24270";"Dussac"
"24410";"Échourgnac"
"24380";"Église-Neuve-de-Vergt"
"24400";"Église-Neuve-d'Issac"
"24420";"Escoire"
"24360";"Étouars"
"24160";"Excideuil"
"24700";"Eygurande-et-Gardedeuil"
"24500";"Eymet"
"24560";"Plaisance"
"24460";"Eyvirat"
"24800";"Eyzerac"
"24620";"Les Eyzies-de-Tayac-Sireuil"
"24290";"Fanlac"
"24290";"Les Farges"
"24560";"Faurilles"
"24560";"Faux"
"24120";"La Feuillade"
"24450";"Firbeix"
"24240";"Flaugeac"
"24130";"Le Fleix"
"24580";"Fleurac"
"24250";"Florimont-Gaumier"
"24500";"Fonroque"
"24210";"Fossemagne"
"33220";"Fougueyrolles"
"24380";"Fouleix"
"24130";"Fraisse"
"24210";"Gabillou"
"24240";"Gageac-et-Rouillac"
"24680";"Gardonne"
"24540";"Gaugeac"
"24160";"Génis"
"24130";"Ginestet"
"24310";"La Gonterie-Boulouneix"
"24320";"Gout-Rossignol"
"24350";"Grand-Brassac"
"24390";"Granges-d'Ans"
"24110";"Grignols"
"24170";"Grives"
"24250";"Groléjac"
"24380";"Grun-Bordas"
"24300";"Hautefaye"
"24390";"Hautefort"
"24400";"Issac"
"24560";"Issigeac"
"24140";"Jaure"
"24300";"Javerlhac-et-la-Chapelle-Saint-Robert"
"24590";"Jayac"
"24410";"La Jemaye-Ponteyraud"
"24260";"Journiac"
"24630";"Jumilhac-le-Grand"
"24380";"Lacropte"
"24340";"Rudeau-Ladosse"
"24130";"La Force"
"24150";"Lalinde"
"24520";"Lamonzie-Montastruc"
"24680";"Lamonzie-Saint-Martin"
"24230";"Lamothe-Montravel"
"24270";"Lanouaille"
"24150";"Lanquais"
"24570";"Le Lardin-Saint-Lazare"
"24170";"Larzac"
"24540";"Lavalade"
"24550";"Lavaur"
"24130";"Laveyssière"
"24400";"Les Lèches"
"24110";"Léguillac-de-l'Auche"
"24100";"Lembras"
"24800";"Lempzours"
"24510";"Limeuil"
"24210";"Limeyrat"
"24520";"Liorac-sur-Louyre"
"24350";"Lisle"
"24540";"Lolme"
"24550";"Loubejac"
"24130";"Lunas"
"24320";"Lusignac"
"24300";"Lussas-et-Nontronneau"
"24620";"Manaurie"
"24110";"Manzac-sur-Vern"
"24200";"Marcillac-Saint-Quentin"
"24340";"Mareuil en Périgord"
"24220";"Marnac"
"24620";"Marquay"
"24430";"Marsac-sur-l'Isle"
"24540";"Marsalès"
"24140";"Maurens"
"24150";"Mauzac-et-Grand-Castang"
"24260";"Mauzens-et-Miremont"
"24420";"Mayac"
"24550";"Mazeyrolles"
"24700";"Ménesplet"
"24350";"Mensignac"
"24240";"Mescoules"
"24220";"Meyrals"
"24450";"Mialet"
"24470";"Milhac-de-Nontron"
"24610";"Minzac"
"24480";"Molières"
"24240";"Monbazillac"
"24240";"Monestier"
"24130";"Monfaucon"
"24560";"Monmadalès"
"24560";"Monmarvès"
"24540";"Monpazier"
"24440";"Monsac"
"24560";"Monsaguel"
"24210";"Montagnac-d'Auberoche"
"24140";"Montagnac-la-Crempse"
"24350";"Montagrier"
"24560";"Montaut"
"24230";"Montazeau"
"24230";"Montcaret"
"24440";"Montferrand-du-Périgord"
"24290";"Montignac"
"24610";"Montpeyroux"
"24170";"Monplaisant"
"24700";"Montpon-Ménestérol"
"24110";"Montrem"
"24520";"Mouleydier"
"24700";"Moulin-Neuf"
"24400";"Mussidan"
"24250";"Nabirat"
"24590";"Nadaillac"
"24390";"Nailhac"
"24320";"Nanteuil-Auriac-de-Bourzac"
"24800";"Nantheuil"
"24800";"Nanthiat"
"24230";"Nastringues"
"24440";"Naussannes"
"24460";"Négrondes"
"24190";"Neuvic"
"24300";"Nontron"
"24660";"Sanilhac"
"24380";"Sanilhac"
"24750";"Sanilhac"
"24170";"Orliac"
"24370";"Orliaguet"
"24410";"Parcoul-Chenaud"
"24590";"Paulin"
"24510";"Paunat"
"24310";"Paussac-et-Saint-Vivien"
"24270";"Payzac"
"24120";"Pazayac"
"24000";"Périgueux"
"24600";"Petit-Bersac"
"24210";"Peyrignac"
"24370";"Peyrillac-et-Millac"
"24620";"Peyzac-le-Moustier"
"24510";"Pezuls"
"24360";"Piégut-Pluviers"
"24700";"Le Pizou"
"24580";"Plazac"
"24240";"Pomport"
"24150";"Pontours"
"33220";"Port-Sainte-Foy-et-Ponchapt"
"24370";"Prats-de-Carlux"
"24550";"Prats-du-Périgord"
"24150";"Pressignac-Vicq"
"24160";"Preyssac-d'Excideuil"
"24130";"Prigonrieux"
"24200";"Proissans"
"24140";"Queyssac"
"24530";"Quinsac"
"24440";"Rampieux"
"24500";"Razac-d'Eymet"
"24240";"Razac-de-Saussignac"
"24430";"Razac-sur-l'Isle"
"24240";"Ribagnac"
"24600";"Ribérac"
"24340";"La Rochebeaucourt-et-Argentine"
"24490";"La Roche-Chalais"
"24250";"La Roque-Gageac"
"24580";"Rouffignac-Saint-Cernin-de-Reilhac"
"24240";"Rouffignac-de-Sigoulès"
"24500";"Sadillac"
"24170";"Sagelat"
"24520";"Saint-Agne"
"24510";"Val de Louyre et Caudeau"
"24380";"Val de Louyre et Caudeau"
"24290";"Saint-Amand-de-Coly"
"24380";"Saint-Amand-de-Vergt"
"24200";"Saint-André-d'Allas"
"24190";"Saint-André-de-Double"
"24230";"Saint-Antoine-de-Breuilh"
"24110";"Saint-Aquilin"
"24110";"Saint-Astier"
"24500";"Saint-Aubin-de-Cadelech"
"24560";"Saint-Aubin-de-Lanquais"
"24250";"Saint-Aubin-de-Nabirat"
"24410";"Saint Aulaye-Puymangou"
"24260";"Saint-Avit-de-Vialard"
"24540";"Saint-Avit-Rivière"
"24440";"Saint-Avit-Sénieur"
"24700";"Saint-Barthélemy-de-Bellegarde"
"24360";"Saint-Barthélemy-de-Bussière"
"24150";"Saint-Capraise-de-Lalinde"
"24500";"Saint-Capraise-d'Eymet"
"24540";"Saint-Cassien"
"24560";"Saint-Cernin-de-Labarde"
"24550";"Saint-Cernin-de-l'Herm"
"24260";"Saint-Chamassy"
"24260";"Saint-Cirq"
"24330";"Saint-Crépin-d'Auberoche"
"24310";"Saint-Crépin-de-Richemont"
"24590";"Saint-Crépin-et-Carlucet"
"24440";"Sainte-Croix"
"24340";"Sainte-Croix-de-Mareuil"
"24250";"Saint-Cybranet"
"24220";"Saint-Cyprien"
"24270";"Saint-Cyr-les-Champagnes"
"24360";"Saint-Estèphe"
"24400";"Saint-Étienne-de-Puycorbier"
"24640";"Sainte-Eulalie-d'Ans"
"24500";"Sainte-Eulalie-d'Eymet"
"24340";"Saint-Félix-de-Bourdeilles"
"24260";"Saint-Félix-de-Reillac-et-Mortemart"
"24510";"Saint-Félix-de-Villadeix"
"24170";"Sainte-Foy-de-Belvès"
"24510";"Sainte-Foy-de-Longas"
"24460";"Saint-Front-d'Alemps"
"24400";"Saint-Front-de-Pradoux"
"24300";"Saint-Front-la-Rivière"
"24300";"Saint-Front-sur-Nizonne"
"24590";"Saint-Geniès"
"24130";"Saint-Georges-Blancaneix"
"24140";"Saint-Georges-de-Montclard"
"24700";"Saint-Géraud-de-Corps"
"24170";"Saint-Germain-de-Belvès"
"24160";"Saint-Germain-des-Prés"
"24190";"Saint-Germain-du-Salembre"
"24520";"Saint-Germain-et-Mons"
"24400";"Saint-Géry"
"24330";"Saint-Geyrac"
"24140";"Saint-Hilaire-d'Estissac"
"24500";"Sainte-Innocence"
"24190";"Saint-Jean-d'Ataux"
"24800";"Saint-Jean-de-Côle"
"24140";"Saint-Jean-d'Estissac"
"24140";"Saint-Jean-d'Eyraud"
"24800";"Saint-Jory-de-Chalais"
"24160";"Saint-Jory-las-Bloux"
"24140";"Saint-Julien-de-Crempse"
"24370";"Saint-Julien-de-Lampon"
"24500";"Saint-Julien-d'Eymet"
"24320";"Saint-Just"
"24400";"Saint-Laurent-des-Hommes"
"24100";"Saint-Laurent-des-Vignes"
"24170";"Saint-Laurent-la-Vallée"
"24560";"Saint-Léon-d'Issigeac"
"24110";"Saint-Léon-sur-l'Isle"
"24290";"Saint-Léon-sur-Vézère"
"24400";"Saint-Louis-en-l'Isle"
"24510";"Saint-Marcel-du-Périgord"
"24540";"Saint-Marcory"
"24160";"Saint-Martial-d'Albarède"
"24700";"Saint-Martial-d'Artenset"
"24250";"Saint-Martial-de-Nabirat"
"24300";"Saint-Martial-de-Valette"
"24320";"Saint-Martial-Viveyrol"
"24800";"Saint-Martin-de-Fressengeas"
"24610";"Saint-Martin-de-Gurson"
"24600";"Saint-Martin-de-Ribérac"
"24140";"Saint-Martin-des-Combes"
"24400";"Saint-Martin-l'Astier"
"24300";"Saint-Martin-le-Pin"
"24380";"Saint-Maime-de-Péreyrol"
"24600";"Saint-Méard-de-Drône"
"24610";"Saint-Méard-de-Gurçon"
"24400";"Saint-Médard-de-Mussidan"
"24160";"Saint-Médard-d'Excideuil"
"24270";"Saint-Mesmin"
"24400";"Saint-Michel-de-Double"
"24230";"Saint-Michel-de-Montaigne"
"24380";"Saint-Michel-de-Villadeix"
"24370";"Sainte-Mondane"
"24200";"Sainte-Nathalène"
"24520";"Saint-Nexans"
"24210";"Sainte-Orse"
"24530";"Saint-Pancrace"
"24160";"Saint-Pantaly-d'Excideuil"
"24600";"Saint-Pardoux-de-Drône"
"24170";"Saint-Pardoux-et-Vielvic"
"24470";"Saint-Pardoux-la-Rivière"
"24380";"Saint-Paul-de-Serre"
"24800";"Saint-Paul-la-Roche"
"24320";"Saint-Paul-Lizonne"
"24560";"Saint-Perdoux"
"24330";"Saint-Pierre-de-Chignac"
"24800";"Saint-Pierre-de-Côle"
"24450";"Saint-Pierre-de-Frugie"
"24130";"Saint-Pierre-d'Eyraud"
"24170";"Saint-Pompont"
"24450";"Saint-Priest-les-Fougères"
"24410";"Saint Privat en Périgord"
"24210";"Saint-Rabier"
"24560";"Sainte-Radegonde"
"24160";"Saint-Raphaël"
"24700";"Saint-Rémy"
"24540";"Saint-Romain-de-Monpazier"
"24800";"Saint-Romain-et-Saint-Clément"
"24470";"Saint-Saud-Lacoussière"
"24520";"Saint-Sauveur"
"24700";"Saint-Sauveur-Lalande"
"24230";"Saint-Seurin-de-Prats"
"24190";"Saint-Séverin-d'Estissac"
"24600";"Saint-Sulpice-de-Roumagnac"
"24800";"Saint-Sulpice-d'Excideuil"
"24160";"Sainte-Trie"
"24350";"Saint-Victor"
"24190";"Saint-Vincent-de-Connezac"
"24220";"Saint-Vincent-de-Cosse"
"24410";"Saint-Vincent-Jalmoutiers"
"24200";"Saint-Vincent-le-Paluel"
"24420";"Saint-Vincent-sur-l'Isle"
"24230";"Saint-Vivien"
"24160";"Salagnac"
"24590";"Salignac-Eyvigues"
"24170";"Salles-de-Belvès"
"24380";"Salon"
"24270";"Sarlande"
"24200";"Sarlat-la-Canéda"
"24420";"Sarliac-sur-l'Isle"
"24800";"Sarrazac"
"24240";"Saussignac"
"24260";"Savignac-de-Miremont"
"24300";"Savignac-de-Nontron"
"24270";"Savignac-Lédrier"
"24420";"Savignac-les-Églises"
"24300";"Sceau-Saint-Angel"
"24600";"Segonzac"
"24310";"Sencenac-Puy-de-Fourches"
"24290";"Sergeac"
"24500";"Serres-et-Montguyard"
"24410";"Servanches"
"24240";"Sigoulès"
"24370";"Simeyrols"
"24500";"Singleyrac"
"24600";"Siorac-de-Ribérac"
"24170";"Siorac-en-Périgord"
"24420";"Sorges et Ligueux en Périgord"
"24460";"Sorges et Ligueux en Périgord"
"24360";"Soudat"
"24540";"Soulaures"
"24400";"Sourzac"
"24620";"Tamniès"
"24390";"Teillots"
"24390";"Temple-Laguyon"
"24120";"Terrasson-Lavilledieu"
"24300";"Teyjat"
"24240";"Thénac"
"24210";"Thenon"
"24800";"Thiviers"
"24290";"Thonac"
"24350";"Tocane-Saint-Apre"
"24320";"La Tour-Blanche-Cercles"
"24390";"Tourtoirac"
"24750";"Trélissac"
"24510";"Trémolat"
"24620";"Tursac"
"24480";"Urval"
"24310";"Valeuil"
"24190";"Vallereuil"
"24290";"Valojoulx"
"24600";"Vanxains"
"24360";"Varaignes"
"24150";"Varennes"
"24800";"Vaunac"
"24230";"Vélines"
"24320";"Vendoire"
"24520";"Verdon"
"24380";"Vergt"
"24540";"Vergt-de-Biron"
"24320";"Verteillac"
"24370";"Veyrignac"
"24250";"Veyrines-de-Domme"
"24380";"Veyrines-de-Vergt"
"24220";"Vézac"
"24120";"Villac"
"24140";"Villamblard"
"24530";"Villars"
"24610";"Villefranche-de-Lonchat"
"24550";"Villefranche-du-Périgord"
"24600";"Villetoureix"
"24200";"Vitrac"
"25320";"Abbans-Dessous"
"25440";"Abbans-Dessus"
"25340";"Abbenans"
"25310";"Abbévillers"
"25250";"Accolans"
"25360";"Adam-lès-Passavant"
"25530";"Adam-lès-Vercel"
"25750";"Aibre"
"25360";"Aïssey"
"25490";"Allenjoie"
"25300";"Les Alliés"
"25550";"Allondans"
"25220";"Amagney"
"25330";"Amancey"
"25330";"Amathay-Vésigneux"
"25330";"Amondans"
"25340";"Anteuil"
"25250";"Appenans"
"25400";"Arbouans"
"25610";"Arc-et-Senans"
"25750";"Arcey"
"25300";"Arçon"
"25520";"Arc-sous-Cicon"
"25270";"Arc-sous-Montenot"
"25720";"Arguel"
"25520";"Aubonne"
"25170";"Audeux"
"25400";"Audincourt"
"25110";"Autechaux"
"25150";"Autechaux-Roide"
"25870";"Les Auxons"
"25720";"Avanne-Aveney"
"25680";"Avilley"
"25690";"Avoudrey"
"25490";"Badevel"
"25560";"Bannans"
"25210";"Le Barboux"
"25420";"Bart"
"25440";"Bartherans"
"25640";"Battenans-les-Mines"
"25380";"Battenans-Varin"
"25110";"Baume-les-Dames"
"25550";"Bavans"
"25470";"Belfays"
"25500";"Le Bélieu"
"25380";"Belleherbe"
"25530";"Belmont"
"25430";"Belvoir"
"25420";"Berche"
"25410";"Berthelange"
"25000";"Besançon"
"25200";"Bethoncourt"
"25720";"Beure"
"25250";"Beutal"
"25520";"Bians-les-Usiers"
"25190";"Bief"
"25210";"Le Bizot"
"25310";"Blamont"
"25640";"Blarians"
"25250";"Blussangeaux"
"25250";"Blussans"
"25330";"Bolandoz"
"25230";"Bondeval"
"25680";"Bonnal"
"25870";"Bonnay"
"25210";"Bonnétage"
"25560";"Bonnevaux"
"25210";"La Bosse"
"25360";"Bouclans"
"25560";"Boujailles"
"25150";"Bourguignon"
"25250";"Bournois"
"25320";"Boussières"
"25560";"Bouverans"
"25640";"Braillans"
"25340";"Branne"
"25640";"Breconchaux"
"25530";"Bremondans"
"25440";"Brères"
"25120";"Les Bréseux"
"25640";"La Bretenière"
"25250";"Bretigney"
"25110";"Bretigney-Notre-Dame"
"25380";"Bretonvillers"
"25240";"Brey-et-Maison-du-Bois"
"25600";"Brognard"
"25440";"Buffard"
"25520";"Bugny"
"25560";"Bulle"
"25170";"Burgille"
"25470";"Burnevillers"
"25320";"Busy"
"25440";"By"
"25320";"Byans-sur-Doubs"
"25290";"Cademène"
"25640";"Cendrey"
"25120";"Cernay-l'Église"
"25440";"Cessey"
"25300";"Chaffois"
"25220";"Chalèze"
"25220";"Chalezeule"
"25380";"Chamesey"
"25190";"Chamesol"
"25170";"Champagney"
"25360";"Champlive"
"25640";"Champoux"
"25170";"Champvans-les-Moulins"
"25330";"Chantrans"
"25240";"Chapelle-des-Bois"
"25270";"Chapelle-d'Huin"
"25470";"Charmauvillers"
"25380";"Charmoille"
"25440";"Charnay"
"25140";"Charquemont"
"25290";"Chassagne-Saint-Denis"
"25840";"Châteauvieux-les-Fossés"
"25240";"Châtelblanc"
"25640";"Châtillon-Guyotte"
"25870";"Châtillon-le-Duc"
"25440";"Châtillon-sur-Lison"
"25170";"Chaucenne"
"25640";"Chaudefontaine"
"25190";"Les Terres-de-Chaux"
"25650";"La Chaux"
"25340";"Chaux-lès-Clerval"
"25530";"Chaux-lès-Passavant"
"25240";"Chaux-Neuve"
"25440";"Chay"
"25430";"Chazot"
"25320";"Chemaudin et Vaux"
"25770";"Chemaudin et Vaux"
"25500";"La Chenalotte"
"25440";"Chenecey-Buillon"
"25170";"Chevigney-sur-l'Ognon"
"25530";"Chevigney-lès-Vercel"
"25620";"La Chevillotte"
"25870";"Chevroz"
"25440";"Chouzelot"
"25330";"Cléron"
"25340";"Pays de Clerval"
"25300";"La Cluse-et-Mijoux"
"25260";"Colombier-Fontaine"
"25500";"Les Combes"
"25390";"Consolation-Maisonnettes"
"25410";"Corcelles-Ferrières"
"25640";"Corcelle-Mieslot"
"25410";"Corcondray"
"25360";"Côtebrune"
"25420";"Courcelles-lès-Montbéliard"
"25440";"Courcelles"
"25170";"Courchapon"
"25380";"Cour-Saint-Maurice"
"25470";"Courtefontaine"
"25530";"Courtetain-et-Salans"
"25560";"Courvières"
"25340";"Crosey-le-Grand"
"25340";"Crosey-le-Petit"
"25240";"Le Crouzet"
"25270";"Crouzet-Migette"
"25680";"Cubrial"
"25680";"Cubry"
"25110";"Cusance"
"25680";"Cuse-et-Adrisans"
"25440";"Cussey-sur-Lison"
"25870";"Cussey-sur-l'Ognon"
"25150";"Dambelin"
"25600";"Dambenois"
"25110";"Dammartin-les-Templiers"
"25490";"Dampierre-les-Bois"
"25420";"Dampierre-sur-le-Doubs"
"25190";"Dampjoux"
"25450";"Damprichard"
"25310";"Dannemarie"
"25410";"Dannemarie-sur-Crète"
"25230";"Dasle"
"25960";"Deluz"
"25750";"Désandans"
"25330";"Déservillers"
"25870";"Devecey"
"25300";"Dommartin"
"25560";"Dompierre-les-Tilleuls"
"25510";"Domprel"
"25300";"Doubs"
"25550";"Dung"
"25580";"Durnes"
"25440";"Échay"
"25550";"Échenans"
"25580";"Échevannes"
"25480";"École-Valentin"
"25140";"Les Écorces"
"25150";"Écot"
"25640";"L'Écouvotte"
"25150";"Écurcey"
"25170";"Émagny"
"25530";"Épenouse"
"25800";"Épenoy"
"25290";"Épeugney"
"25110";"Esnans"
"25580";"Étalans"
"25620";"Étalans"
"25330";"Éternoz"
"25260";"Étouvans"
"25170";"Étrabonne"
"25250";"Étrappe"
"25800";"Étray"
"25460";"Étupes"
"25520";"Évillers"
"25400";"Exincourt"
"25530";"Eysson"
"25250";"Faimbe"
"25580";"Fallerans"
"25470";"Ferrières-le-Lac"
"25410";"Ferrières-les-Bois"
"25330";"Fertans"
"25490";"Fesches-le-Châtel"
"25470";"Fessevillers"
"25190";"Feule"
"25500";"Les Fins"
"25330";"Flagey"
"25640";"Flagey-Rigney"
"25390";"Flangebouche"
"25190";"Fleurey"
"25660";"Fontain"
"25340";"Fontaine-lès-Clerval"
"25340";"Fontenelle-Montby"
"25210";"Les Fontenelles"
"25110";"Fontenotte"
"25620";"Foucherans"
"25110";"Fourbanne"
"25370";"Fourcatier-et-Maison-Neuve"
"25440";"Fourg"
"25300";"Les Fourgs"
"25140";"Fournet-Blancheroche"
"25140";"Frambouhans"
"25170";"Franey"
"25770";"Franois"
"25560";"Frasne"
"25190";"Froidevaux"
"25390";"Fuans"
"25240";"Gellin"
"25250";"Gémonval"
"25870";"Geneuille"
"25250";"Geney"
"25660";"Gennes"
"25510";"Germéfontaine"
"25640";"Germondans"
"25270";"Gevresin"
"25650";"Gilley"
"25360";"Glamondans"
